,radius,movement
2816,0.11433298778528327,[  1.05295642 -15.47918407]
2817,0.05539123570498819,[ 0.48333104 -5.57872985]
2818,0.03661586050615397,[-0.66400581 -5.91255443]
2819,0.03731336814290423,[-2.07239057 -8.59259259]
2820,0.11744768587662581,[ -2.17113625 -13.32954255]
2821,0.04870364741825408,[ 0.3673913  -1.95652174]
2822,0.03867065871292404,[-0.34361766 -2.55474894]
2823,0.10430948436999549,[ -0.09688317 -13.44685882]
2824,0.10771441570838683,[-1.75333333 -5.90985507]
2825,0.03443867935796615,[ 0.11956522 -5.87318841]
2826,0.055854768771227865,[-1.21797521 -2.50309917]
2827,0.09714224048170114,[  3.38324032 -12.90207534]
2828,0.033681692866586,[  1.92245989 -24.81550802]
2829,0.11008204834130271,[  3.42226985 -13.72075383]
2830,0.043974226071262786,[ 0.61388128 -6.19908676]
2831,0.12080246289700416,[ -0.1560079  -15.86398248]
2832,0.04308576628335472,[-0.14546784 -5.67763158]
2833,0.09976109913900508,[  1.65293049 -15.26401319]
2834,0.03211423409074988,[ 0.85  -6.625]
2835,0.10492561190404735,[  5.08585058 -13.21692781]
2836,0.04455669153032238,[-0.20739261 -7.03676324]
2837,0.033681692866586,[ -0.81976744 -25.47621564]
2838,0.09780352953605045,[  2.82040816 -12.89487871]
2839,0.0415628169439877,[ 11.25       -22.02917232]
2840,0.11078247140997638,[  0.39929235 -13.45524104]
2841,0.04278551338295452,[-0.32741376 -5.46417636]
2842,0.11578951768645235,[  0.93882663 -14.35941586]
2843,0.0415628169439877,[ 0.2560081  -8.19934227]
2844,0.10914115887587877,[ -4.58356425 -12.70751399]
2845,0.1125144545532508,[  2.88736915 -13.95776343]
2846,0.032907297561441534,[ 0.67346939 -6.03061224]
2847,0.11297183227043407,[  0.88733783 -16.17684906]
2848,0.033296746591493634,[  0.11830131 -27.71638018]
2849,0.11545502632505265,[  2.19420144 -14.243833  ]
2850,0.033681692866586,[ 0.59090909 -5.75909091]
2851,0.10854896156511759,[  1.22951216 -14.29076072]
2852,0.03251318397229605,[ 0.57433217 -6.24390244]
2853,0.09885239094708934,[-2.14513021 -9.34736721]
2854,0.10961261316059097,[ -3.36453779 -11.59286666]
2855,0.033296746591493634,[ 0.0833806  -5.88031764]
2856,0.10711433072887463,[  4.42292417 -12.01081196]
2857,0.03211423409074988,[-0.38409091 -6.35909091]
2858,0.09674329735677814,[ -4.20308958 -13.42184503]
2859,0.03211423409074988,[ 0.81136364 -5.7       ]
2860,0.10735476723954324,[ -0.14815631 -15.83731526]
2861,0.03211423409074988,[ 0.81707317 -5.68780488]
2862,0.032907297561441534,[ 0.91097308 -5.89958592]
2863,0.09963179111428998,[ -2.32168067 -12.31300229]
2864,0.032907297561441534,[ 0.99535424 -5.27409988]
2865,0.03443867935796615,[ 0.40774125 -5.07423118]
2866,0.10723461637118688,[ 4.89159328 -8.94035334]
2867,0.03211423409074988,[ 0.30531915 -5.43351064]
2868,0.034811000225527716,[-1.38868708 -5.17903477]
2869,0.11031601682701694,[ -0.88306855 -12.6924999 ]
2870,0.04455669153032238,[ 0.91646625 -5.97578964]
2871,0.03211423409074988,[-0.675      -5.60365854]
2872,0.03211423409074988,[ -6.525 -14.175]
2873,0.11983817060917644,[  0.01905369 -14.28983184]
2874,0.03251318397229605,[ 0.53658537 -6.03713969]
2875,0.043974226071262786,[ 0.29702811 -6.6388755 ]
2876,0.05811700441605883,[ 0.58922317 -6.73022003]
2877,0.09040598955567707,[ -0.03350587 -13.97112646]
2878,0.06093247502315768,[-1.10820413 -7.42361111]
2879,0.06561842599764289,[  6.7576138  -13.82203335]
2880,0.05421506699268316,[  3.7186564  -10.51283697]
2881,0.10638976098671062,[ -1.3130415  -15.22035551]
2882,0.04817135113612482,[  1.9569055  -11.93208723]
2883,0.03696625949953569,[ 10.25612204 -18.23604978]
2884,0.03211423409074988,[-0.15  -5.275]
2885,0.08721246889270866,[  0.94319112 -12.81025716]
2886,0.06093247502315768,[  0.40111111 -12.94888889]
2887,0.061354158082476434,[  4.4156859  -11.95273008]
2888,0.11008204834130271,[ -2.02908948 -13.59509606]
2889,0.10651086490865753,[ -3.435      -13.80757576]
2890,0.06639962525144012,[  2.87299622 -13.17031304]
2891,0.04248313847471833,[-10.15102041 -18.69047619]
2892,0.061354158082476434,[  5.0524525  -13.42293416]
2893,0.0998902397744809,[  1.78910753 -13.71138939]
2894,0.06659349318298727,[  4.1744186  -14.30232558]
2895,0.09872189268432459,[  0.07808692 -14.60350158]
2896,0.062188946904840385,[  4.33469816 -13.35307087]
2897,0.10578216172353908,[  2.54699163 -15.02716298]
2898,0.048967625760521556,[  1.57028586 -10.97954367]
2899,0.09793525152104311,[  2.26792115 -14.07982378]
2900,0.07144966028341657,[  2.05850412 -13.91586384]
2901,0.09660995022605648,[  0.23343129 -13.95770542]
2902,0.03731336814290423,[-0.55446623 -7.81699346]
2903,0.07358295430319632,[  1.99908425 -14.00384615]
2904,0.11478311939929704,[ -0.1969782  -12.36237684]
2905,0.10925921316552989,[ -2.52541044 -14.87800103]
2906,0.07180961047225788,[  3.14222222 -14.66277778]
2907,0.03626207577932128,[ 0.61986085 -7.22991777]
2908,0.09740729483650816,[  4.0256388  -12.44617832]
2909,0.09513079613927002,[  2.76802304 -18.21884677]
2910,0.03900260178593648,[-0.91419492 -8.49081921]
2911,0.10256463873383415,[  2.14507919 -14.4774227 ]
2912,0.06925068046773973,[  5.72795699 -13.33706515]
2913,0.05301280963235855,[ 2.35245789 -9.93646447]
2914,0.11700780535780944,[ -0.93552911 -14.63945987]
2915,0.0716298614782726,[  4.63851421 -14.02885774]
2916,0.09660995022605648,[  0.30795161 -14.47347367]
2917,0.05301280963235855,[-1.78277095 -9.73619966]
2918,0.09767162990821954,[  0.73031788 -13.66217617]
2919,0.06561842599764289,[  5.07604444 -13.74850299]
2920,0.1061471386390026,[ -5.20507434 -13.62871541]
2921,0.05421506699268316,[ -5.25830201 -10.63079574]
2922,0.08750760499478574,[  5.06649832 -12.3246601 ]
2923,0.058338403329857166,[  2.12388592 -15.34581105]
2924,0.07126900345756736,[  4.08528924 -13.69709001]
2925,0.1060256192647171,[  1.35309728 -12.859561  ]
2926,0.05397675785224819,[ -5.04889756 -10.26151192]
2927,0.11159407545729497,[ -3.07886879 -14.27381571]
2928,0.0650263679445921,[  5.29069938 -13.25595063]
2929,0.05252420188403545,[ -2.4953271  -10.61154002]
2930,0.055854768771227865,[  1.68588096 -11.54809362]
2931,0.10529355790256793,[  2.64948872 -14.90267507]
2932,0.06382577789091295,[  4.68451269 -13.68413225]
2933,0.10066160443231871,[  2.4833667  -14.02158679]
2934,0.060720535337452745,[  2.95685932 -12.32311806]
2935,0.10193424162025967,[  1.49810355 -13.69874462]
2936,0.06442886950523666,[  5.35422435 -13.27452668]
2937,0.032907297561441534,[ 0.0890937  -7.39477727]
2938,0.10925921316552989,[  1.18216497 -15.85154457]
2939,0.05445233318969914,[ -1.80120184 -10.7475433 ]
2940,0.10819208730088682,[  0.25102992 -13.38702618]
2941,0.06362347697665749,[  4.8916816  -13.34490255]
2942,0.05855896518773173,[-0.36962636 -9.61487689]
2943,0.10961261316059097,[  2.19319082 -14.0134863 ]
2944,0.06321693302460576,[  5.82743789 -13.46114201]
2945,0.09832935875328712,[ -3.70775727 -13.79642893]
2946,0.05026672733058051,[-3.65914443 -9.89305338]
2947,0.10914115887587877,[  2.4229584  -13.93469807]
2948,0.06542166865517303,[  5.71084337 -12.95783133]
2949,0.10553814257103068,[  0.53911111 -13.27390741]
2950,0.06943658866927348,[  4.13879976 -12.52118241]
2951,0.06659349318298727,[  5.86241471 -13.07491993]
2952,0.10578216172353908,[  6.64010989 -13.4789525 ]
2953,0.06156391649976791,[  4.0032175  -12.14005332]
2954,0.09238076833667065,[  2.81899241 -14.22745979]
2955,0.06482781368582924,[  5.61434696 -13.30009609]
2956,0.1108987784986071,[  0.7995018  -15.29867736]
2957,0.05077706251929806,[  1.78 -11.51]
2958,0.06482781368582924,[  5.16181446 -13.99449712]
2959,0.10996487742109307,[ -0.40565032 -13.71162047]
2960,0.060080230603120906,[ -0.5021322  -10.67590618]
2961,0.11031601682701694,[  0.35882607 -13.80888157]
2962,0.06717173986622077,[  6.10981366 -12.74434783]
2963,0.1080728673337662,[ -0.93295289 -14.08311023]
2964,0.0556234850913393,[  0.51367684 -10.37277354]
2965,0.0650263679445921,[  6.1945122  -13.30304878]
2966,0.11410725609858453,[ -1.25777341 -14.04147331]
2967,0.054923790759230956,[ -4.11339523 -10.78234601]
2968,0.10269025377017432,[  3.32920917 -12.43780035]
2969,0.06402743961897149,[  4.90778207 -13.09684019]
2970,0.11388107697412324,[ -3.3720266  -12.13222016]
2971,0.055854768771227865,[ -3.84384164 -10.79872034]
2972,0.06522431777218035,[  5.75757576 -13.34976761]
2973,0.09819816542100852,[  2.61691875 -14.16376008]
2974,0.05178264652576432,[ -2.32937406 -11.73359729]
2975,0.10651086490865753,[  1.8122549  -15.04269162]
2976,0.06601018127508748,[  5.25188676 -14.10541048]
2977,0.06581459512288307,[ -1.59092775 -13.38300493]
2978,0.10651086490865753,[ -0.65989105 -13.12568097]
2979,0.05000960683454773,[  1.18874753 -12.13665277]
2980,0.04870364741825408,[-4.37359098 -9.8578905 ]
2981,0.06362347697665749,[  4.31261621 -13.7367963 ]
2982,0.11886605582724658,[  0.0971339  -13.79919664]
2983,0.05325543245432877,[ -3.33297381 -10.79676425]
2984,0.10626851905446187,[ -0.09718273 -14.01537865]
2985,0.06581459512288307,[  4.59819668 -13.40303607]
2986,0.0992428561575031,[ -0.78346886 -14.00414392]
2987,0.054688570017718485,[ -3.79295733 -11.6506429 ]
2988,0.06402743961897149,[  3.91981132 -14.09302935]
2989,0.11170953754245573,[  0.58254575 -12.56934759]
2990,0.06581459512288307,[  5.64143625 -12.69543011]
2991,0.11623400883211767,[  2.92236985 -13.64130062]
2992,0.05000960683454773,[  2.375      -11.34149485]
2993,0.06462864942503209,[  4.38216909 -13.75246132]
2994,0.1144456866670414,[  0.28836793 -13.87829277]
2995,0.058338403329857166,[ -6.05347594 -10.60360963]
2996,0.11239981931762458,[ -1.43282313 -14.14366273]
2997,0.0709063089736941,[  4.0453729  -13.48574775]
2998,0.1036896958507927,[ -2.06536001 -14.35374707]
2999,0.05515800841350847,[  2.10543174 -11.57673829]
3000,0.05515800841350847,[  0.97057253 -11.15988256]
3001,0.1319226782137884,[  0.26546139 -14.13379787]
3002,0.06542166865517303,[  4.17761845 -13.60920985]
3003,0.11545502632505265,[  0.12185687 -13.65243622]
3004,0.06620518962098663,[  3.16326171 -14.1345192 ]
3005,0.0596495423935709,[  3.91674718 -11.64702093]
3006,0.11467075214828057,[  0.70817908 -13.70375017]
3007,0.06402743961897149,[  6.05537058 -13.50684425]
3008,0.10759466645990536,[  0.18246813 -15.09291925]
3009,0.05227818553444664,[  1.49296741 -12.03584906]
3010,0.10129992157347922,[ -1.91857351 -14.73488742]
3011,0.0611436800759377,[  2.89259087 -14.54897484]
3012,0.05252420188403545,[  3.59703134 -11.57953088]
3013,0.10319118481007158,[  4.29728803 -12.72718353]
3014,0.062188946904840385,[  0.48885845 -12.48109589]
3015,0.10996487742109307,[  1.38509942 -15.38589775]
3016,0.05301280963235855,[  2.15987088 -11.79884472]
3017,0.10053345466116102,[  3.76347361 -15.38926462]
3018,0.07633466300757784,[  3.48230088 -12.37168142]
3019,0.10344074063959578,[  0.1373494  -16.29392236]
3020,0.06402743961897149,[  4.49617998 -13.8903381 ]
3021,0.11101496373581357,[  0.674666   -12.58657372]
3022,0.05373739189297661,[ 3.97970779 -9.89366883]
3023,0.10269025377017432,[  1.36297765 -15.44636343]
3024,0.06793507959647048,[ -0.21430534 -13.45916903]
3025,0.04817135113612482,[ 0.95679012 -9.31481481]
3026,0.11567812803326467,[  0.9081138  -13.56408864]
3027,0.06717173986622077,[  4.75130881 -12.68759624]
3028,0.06717173986622077,[  6.33452381 -12.42404762]
3029,0.10406201193505993,[  0.94534847 -12.90610218]
3030,0.0556234850913393,[  1.66930894 -11.65142276]
3031,0.06542166865517303,[  2.9901143  -12.31039543]
3032,0.10819208730088682,[  0.22207529 -15.32490882]
3033,0.09125755613770574,[ -5.07503329 -14.4509697 ]
3034,0.056542943828827956,[  2.57966764 -11.78836755]
3035,0.06482781368582924,[  1.62951159 -13.13421241]
3036,0.1126289731117017,[  1.44010417 -15.68691247]
3037,0.052031005967529964,[  1.92047619 -11.4947619 ]
3038,0.06678679835935736,[  3.56541701 -12.99184145]
3039,0.10723461637118688,[ -3.11327503 -14.00317793]
3040,0.0611436800759377,[ 1.82183908 -9.19011494]
3041,0.06362347697665749,[ -1.75432211 -11.92618289]
3042,0.10231294598945014,[  5.4149506  -14.58712213]
3043,0.057894758843226174,[  2.85762483 -12.22928475]
3044,0.11054949013966757,[  2.35678445 -12.9716371 ]
3045,0.06601018127508748,[  3.71780982 -13.71614301]
3046,0.03211423409074988,[ -0.1  -12.35]
3047,0.06402743961897149,[  3.68587921 -13.17239597]
3048,0.11101496373581357,[ -3.87817435 -15.02025591]
3049,0.08076586220405513,[  2.35912578 -12.83848717]
3050,0.10735476723954324,[  1.55358231 -16.0181595 ]
3051,0.04736169093198819,[ -0.24758621 -10.55229885]
3052,0.07126900345756736,[  3.64530804 -13.3405176 ]
3053,0.10517105226724957,[ -1.44253106 -14.89242449]
3054,0.061772962658199274,[ -5.03887221 -11.42584251]
3055,0.1120552099649632,[ -0.98961153 -14.49253237]
3056,0.06868993698426523,[  5.40316755 -12.91284616]
3057,0.061772962658199274,[  1.70392197 -15.47795164]
3058,0.0727016895270106,[ -5.38144518 -17.10312286]
3059,0.047088710612590415,[  0.58522225 -10.18972623]
3060,0.06678679835935736,[  3.91786682 -12.84912315]
3061,0.11410725609858453,[  0.44860856 -13.69816648]
3062,0.0742804386572254,[  4.61116104 -13.89193925]
3063,0.11788592503305098,[ -5.85685743 -12.56511346]
3064,0.06301267745665633,[  1.67127168 -15.33522183]
3065,0.09634270227224964,[  0.40361741 -13.70170725]
3066,0.06362347697665749,[  2.13818703 -13.85215337]
3067,0.11136279215072989,[  2.92260762 -15.01631289]
3068,0.06260216704471842,[  0.70124369 -11.16438356]
3069,0.06342053075951334,[  6.53126954 -12.94058787]
3070,0.12643386604921153,[  1.45129032 -11.5822043 ]
3071,0.061772962658199274,[  3.5996031  -12.57942733]
3072,0.06422846818149976,[  1.98720238 -12.43839286]
3073,0.113427365700093,[  0.68091797 -13.52387281]
3074,0.06482781368582924,[  5.17554555 -13.76151277]
3075,0.1204818896749192,[  0.93563393 -11.12769954]
3076,0.061981303764539905,[  1.09437345 -12.69343569]
3077,0.04484508736650191,[  1.4668435  -10.02343059]
3078,0.06542166865517303,[  2.66179612 -12.17384431]
3079,0.11645561820172774,[  1.78232129 -12.77183656]
3080,0.06382577789091295,[  1.4526982  -11.35151566]
3081,0.1028157153365364,[ -3.37259651 -14.93107056]
3082,0.045416385396362884,[ 0.66530612 -9.74438776]
3083,0.060720535337452745,[  0.13636364 -14.11228208]
3084,0.1131998281275235,[  2.0332985  -16.24428114]
3085,0.059215721782315864,[  1.46813725 -12.66195324]
3086,0.07305547112738112,[  3.95800818 -14.20936455]
3087,0.11755739882523539,[ -0.17360935 -13.35518031]
3088,0.062188946904840385,[  4.76737589 -12.47957447]
3089,0.10294102399405484,[ -0.50078445 -15.41628987]
3090,0.061772962658199274,[ -3.89864865 -12.52702703]
3091,0.058778699412617694,[  4.26815248 -13.37958854]
3092,0.11182488041008681,[  8.34666231 -15.39176191]
3093,0.06239589904724462,[  1.97936658 -12.37496058]
3094,0.12302308790784229,[ -7.27373687 -17.21780993]
3095,0.05026672733058051,[  0.32624452 -10.49818806]
3096,0.03867065871292404,[  3.95494588 -11.66196829]
3097,0.06260216704471842,[ -1.22987616 -11.57765738]
3098,0.06280775763769725,[  4.25490196 -12.08403361]
3099,0.10517105226724957,[  2.13204384 -14.49651838]
3100,0.06301267745665633,[  4.46984862 -13.53006866]
3101,0.09349048702793619,[  3.54361742 -15.9728332 ]
3102,0.07180961047225788,[  3.56540609 -12.38025381]
3103,0.10430948436999549,[  1.3822649  -13.97298786]
3104,0.0567704817454536,[  1.50075  -11.172125]
3105,0.06382577789091295,[  2.09718373 -11.88169426]
3106,0.10843013398536631,[ -2.0610291  -15.10446085]
3107,0.062188946904840385,[  4.98396396 -13.27432432]
3108,0.05153309015022644,[  1.25026969 -10.72932398]
3109,0.10344074063959578,[  1.65166104 -15.07140697]
3110,0.062188946904840385,[  4.36309859 -12.69568075]
3111,0.06581459512288307,[ -0.16751701 -13.0042517 ]
3112,0.11170953754245573,[  0.95930288 -13.3040584 ]
3113,0.054923790759230956,[  1.42727479 -12.81514258]
3114,0.11008204834130271,[  0.30896937 -14.87763991]
3115,0.0742804386572254,[  3.59216733 -15.06221629]
3116,0.04308576628335472,[ 0.29098916 -8.45426829]
3117,0.12080246289700416,[ -1.03962023 -13.85226396]
3118,0.06812457809454432,[  1.5751462 -13.4622807]
3119,0.09976109913900508,[  4.43622779 -13.03238342]
3120,0.047088710612590415,[  0.50697674 -10.01358629]
3121,0.0650263679445921,[  1.6097561  -12.33536585]
3122,0.05767165682321281,[  5.02945736 -13.16186047]
3123,0.04093777657320507,[-0.97931034 -8.05623342]
3124,0.113427365700093,[  1.26867035 -14.17133775]
3125,0.056085098691793525,[ -0.94847775 -11.15795637]
3126,0.10331603807389846,[ -5.90250329 -12.35737813]
3127,0.05178264652576432,[  3.62606838 -11.82122507]
3128,0.09445079602728035,[  4.08340721 -14.99271251]
3129,0.10206063254496497,[ -6.38054455 -13.14757426]
3130,0.07287879500144559,[ -0.43784504 -13.04668761]
3131,0.1054159211720996,[  2.02735801 -15.45390396]
3132,0.04278551338295452,[-0.19941601 -8.09309516]
3133,0.043974226071262786,[  3.91356322 -11.65287356]
3134,0.06321693302460576,[  3.0858276  -12.71967213]
3135,0.11777651811849946,[  1.7908403  -13.98517729]
3136,0.06831355093493936,[  1.88798557 -12.42833424]
3137,0.06717173986622077,[  5.51671593 -13.31520525]
3138,0.12186495004631535,[ -2.85974859 -12.98246308]
3139,0.06522431777218035,[ -5.03030303 -10.19393939]
3140,0.11645561820172774,[  4.83918182 -17.2894773 ]
3141,0.05397675785224819,[  2.4270363  -11.76539642]
3142,0.10996487742109307,[  1.49608067 -14.36735577]
3143,0.06659349318298727,[  3.3253434  -14.39575683]
3144,0.09950231504774462,[  0.35257307 -12.98293688]
3145,0.06301267745665633,[  3.87720242 -12.06042683]
3146,0.0596495423935709,[  3.48092825 -12.38245754]
3147,0.11854024601620934,[ -0.51076967 -13.38731428]
3148,0.06462864942503209,[  3.25308642 -14.88888889]
3149,0.0799637980192286,[ -0.39551362 -12.51901294]
3150,0.06362347697665749,[  3.31476625 -12.79263977]
3151,0.032907297561441534,[  0.06349206 -14.33333333]
3152,0.10675266059987486,[  2.83051226 -12.61195464]
3153,0.06831355093493936,[  0.77483972 -14.3606228 ]
3154,0.04817135113612482,[ -0.17732426 -10.16371882]
3155,0.10480267617125948,[  1.921556  -14.3750503]
3156,0.07305547112738112,[  5.84624675 -14.05253623]
3157,0.1108987784986071,[  1.41153401 -16.42500271]
3158,0.06620518962098663,[ -0.36036415 -11.99768908]
3159,0.05986527381164558,[  3.18999107 -13.02389329]
3160,0.11578951768645235,[  2.16750326 -14.26305178]
3161,0.07393251899907138,[  3.58396778 -11.64506786]
3162,0.11788592503305098,[ -1.1518126  -13.90294728]
3163,0.06561842599764289,[  6.06103814 -12.97373209]
3164,0.05631448655585085,[ -0.29821685 -11.77652524]
3165,0.11766700947732267,[  0.47767409 -14.61467862]
3166,0.07054174969981393,[  6.46731766 -13.80809087]
3167,0.03867065871292404,[ 0.18495298 -8.11755486]
3168,0.11031601682701694,[  0.02192982 -12.62975766]
3169,0.0709063089736941,[  1.4635089  -13.01940129]
3170,0.10687335330162032,[ -3.54314618 -13.30570784]
3171,0.04817135113612482,[  0.66097561 -10.66233062]
3172,0.06239589904724462,[  1.64619834 -12.50838293]
3173,0.11821353824008812,[ -1.52172735 -13.96308673]
3174,0.06774505102956152,[  3.95886498 -13.40246302]
3175,0.11410725609858453,[  3.26973126 -13.84552435]
3176,0.07035876171402046,[  4.33200355 -12.78069592]
3177,0.061772962658199274,[  4.22812945 -12.09815078]
3178,0.10319118481007158,[  1.08220692 -15.0695597 ]
3179,0.04308576628335472,[-0.36601307 -9.8251634 ]
3180,0.06601018127508748,[  2.65443787 -10.43303167]
3181,0.12354592531639855,[ -2.09490044 -12.72115674]
3182,0.06260216704471842,[  3.84247076 -13.76133041]
3183,0.06925068046773973,[  2.82410442 -13.65347019]
3184,0.13453526209950573,[  1.84681522 -15.4261803 ]
3185,0.04681413853074089,[ -0.43529412 -10.05882353]
3186,0.061981303764539905,[  7.05203579 -12.54608501]
3187,0.05421506699268316,[  0.07692308 -10.48866397]
3188,0.11066604208573352,[ -4.0070465  -13.23033725]
3189,0.061354158082476434,[  6.67488584 -12.39232877]
3190,0.1080728673337662,[ -1.9819686  -12.42687896]
3191,0.06382577789091295,[ -0.5918304  -16.22159665]
3192,0.10626851905446187,[  1.31164384 -13.02346191]
3193,0.06812457809454432,[  5.89547964 -13.42777778]
3194,0.1108987784986071,[  2.64681513 -13.51305167]
3195,0.05373739189297661,[ -2.10869244 -10.79456907]
3196,0.0650263679445921,[  4.7316421  -14.06446459]
3197,0.11601197613877214,[ -4.5845735  -12.80334745]
3198,0.04817135113612482,[ -0.88998779 -10.38241758]
3199,0.06717173986622077,[  2.32797417 -14.85333333]
3200,0.1108987784986071,[  3.1058935  -12.83547887]
3201,0.05421506699268316,[  1.44413218 -11.64963379]
3202,0.06697954565294054,[  3.68837472 -13.83628134]
3203,0.1270441698340986,[ -2.44123597 -13.84384793]
3204,0.0958059699496633,[ -2.72762841 -16.32035848]
3205,0.06482781368582924,[  5.9987405  -12.57030837]
3206,0.04513164036117097,[-1.35443038 -8.88607595]
3207,0.0650263679445921,[  3.21999677 -13.28505088]
3208,0.11308588765765591,[  2.10405575 -16.91779674]
3209,0.06581459512288307,[  5.65649637 -12.90093819]
3210,0.10783403197590292,[  1.8372187  -13.12214722]
3211,0.05276907128551534,[  0.99       -11.98444444]
3212,0.11136279215072989,[ -4.40634145 -13.18155797]
3213,0.06342053075951334,[  6.55879911 -12.80068253]
3214,0.05397675785224819,[  2.66069132 -10.80553665]
3215,0.12541009319963484,[ -1.37504332 -14.450833  ]
3216,0.06522431777218035,[  4.15921647 -13.82588314]
3217,0.052031005967529964,[  1.36293436 -11.78661519]
3218,0.1112469701826786,[ -0.45917226 -13.45185962]
3219,0.06678679835935736,[  4.53581449 -14.13470574]
3220,0.11832254106475935,[  1.21081021 -13.42864475]
3221,0.06561842599764289,[  3.62738523 -12.79944112]
3222,0.04736169093198819,[  1.31252728 -10.83777099]
3223,0.1050484037680709,[  0.50612645 -13.04038718]
3224,0.08012485316330303,[  6.25973896 -16.3564006 ]
3225,0.10319118481007158,[  2.61678118 -13.77186995]
3226,0.0572228433335207,[  0.73547872 -11.477405  ]
3227,0.0650263679445921,[  4.96934282 -13.76355014]
3228,0.11170953754245573,[ -1.89451115 -13.16080617]
3229,0.05855896518773173,[  3.00311123 -12.62157117]
3230,0.11556663101648108,[  0.30494099 -12.64031186]
3231,0.062188946904840385,[  4.68657534 -14.04849315]
3232,0.05855896518773173,[  3.07107512 -12.57894737]
3233,0.10455637106889328,[ -1.79381599 -14.22338584]
3234,0.05539123570498819,[  3.11239496 -11.0210084 ]
3235,0.11634486628109422,[  3.2679768  -13.16864821]
3236,0.06601018127508748,[  1.75147929 -13.06218671]
3237,0.055854768771227865,[  2.57575758 -11.06983843]
3238,0.11031601682701694,[ -0.58085425 -17.20349671]
3239,0.06442886950523666,[  3.8810559 -13.7410283]
3240,0.10866765920754098,[ -1.20141185 -12.96494771]
3241,0.06601018127508748,[  4.70809911 -13.33047337]
3242,0.05811700441605883,[ -7.38500819 -15.75399979]
3243,0.11308588765765591,[ -4.31912895 -16.81313334]
3244,0.06462864942503209,[  2.76065688 -14.99569066]
3245,0.04975115752387231,[  1.13888889 -10.88604798]
3246,0.09553647301650826,[ -5.74545455 -16.33115049]
3247,0.03765727742347802,[ 0.27575758 -4.46262626]
3248,0.06678679835935736,[  2.72948641 -13.67224769]
3249,0.09714224048170114,[  3.40101374 -12.37395945]
3250,0.057894758843226174,[  2.81611454 -12.0458731 ]
3251,0.05077706251929806,[  0.15886598 -10.88453608]
3252,0.10443300067658315,[  1.6547446 -14.3693369]
3253,0.06793507959647048,[  4.50547486 -13.9752913 ]
3254,0.11008204834130271,[  1.80848806 -13.87368362]
3255,0.06868993698426523,[  1.69589529 -13.18499809]
3256,0.10973016023260992,[ -2.8367889  -12.68832563]
3257,0.04763310685561104,[  0.14772727 -10.70681818]
3258,0.06382577789091295,[  4.99156118 -14.38759494]
3259,0.11217019738358705,[  2.77293205 -13.44852021]
3260,0.05077706251929806,[ -2.16293578 -10.3693578 ]
3261,0.12058884210581132,[  0.97348919 -13.0266913 ]
3262,0.062188946904840385,[  5.15315789 -13.73377193]
3263,0.03517938085701023,[ -1.92324561 -11.13486842]
3264,0.05445233318969914,[ -0.94686751 -11.39938377]
3265,0.10914115887587877,[ -1.66508104 -13.25382563]
3266,0.06522431777218035,[  6.04350649 -12.75      ]
3267,0.10492561190404735,[  1.86617333 -13.51036448]
3268,0.052031005967529964,[-4.1717033  -9.53974359]
3269,0.06620518962098663,[  6.24151368 -13.32101911]
3270,0.047088710612590415,[ 1.55844553 -7.28671971]
3271,0.12965562737165848,[  1.60466964 -16.29656398]
3272,0.05445233318969914,[ -5.45450311 -10.22026398]
3273,0.06659349318298727,[  4.25581395 -14.02906977]
3274,0.11623400883211767,[  0.5610687  -13.24618321]
3275,0.04790298497483165,[ -2.80765978 -10.96737949]
3276,0.04870364741825408,[  1.18982519 -11.18467055]
3277,0.1144456866670414,[  0.13660011 -12.37174845]
3278,0.0688773587159323,[  5.23808904 -13.92996615]
3279,0.1038139495752415,[ -0.66389568 -14.38640666]
3280,0.05301280963235855,[ -2.79650502 -12.29217999]
3281,0.09937267028252655,[  5.07966837 -13.75858171]
3282,0.06831355093493936,[  4.79005525 -14.02209945]
3283,0.10843013398536631,[ -5.15143577 -11.94164267]
3284,0.05397675785224819,[ -3.46794293 -10.07666606]
3285,0.11810443481283796,[ -0.64707612 -15.28772857]
3286,0.07234617791231317,[  3.7640219  -13.63666825]
3287,0.1108987784986071,[ -3.93607596 -11.92874584]
3288,0.07180961047225788,[  6.34       -13.49913043]
3289,0.03731336814290423,[-0.33535354 -7.26498316]
3290,0.11217019738358705,[ -1.71140582 -16.04729354]
3291,0.04248313847471833,[-1.31781701 -9.61829856]
3292,0.05276907128551534,[  2.3202862  -10.78661616]
3293,0.1060256192647171,[  3.11153151 -13.87639791]
3294,0.05325543245432877,[ -1.34353147 -10.95576923]
3295,0.056542943828827956,[  2.90653913 -12.67648162]
3296,0.04870364741825408,[  1.42349498 -11.05727425]
3297,0.11962282781054923,[ -2.26649045 -15.07525276]
3298,0.10795351570449638,[ -3.13920681 -12.90049357]
3299,0.06868993698426523,[  4.59500745 -14.6994846 ]
3300,0.10843013398536631,[  3.24065394 -13.60406784]
3301,0.04870364741825408,[  2.68783015 -10.32537586]
3302,0.0688773587159323,[  4.03219553 -13.88815789]
3303,0.10843013398536631,[ -1.2588785  -14.30475488]
3304,0.09700944173132722,[ -3.43426232 -14.23215242]
3305,0.054688570017718485,[ -0.26262315 -11.216133  ]
3306,0.10854896156511759,[  1.49220918 -15.68244411]
3307,0.06868993698426523,[  4.48515483 -14.24043716]
3308,0.09780352953605045,[  2.26980416 -12.28530878]
